[CAT=list]	Statystyki kobiet w Pucharze Świata w biathlonie 2012/2013	Statystyki mężczyzn w Pucharze Świata w biathlonie 2012/2013	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2011 - sprint techniką dowolną kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2011 - sprint techniką dowolną mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2013 – sprint drużynowy kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2013 – sprint drużynowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2013 – sprint kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2013 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2013 – sztafeta kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2013 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – bieg indywidualny kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – bieg indywidualny mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – bieg masowy kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – bieg masowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – bieg łączony kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – sprint drużynowy kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – sprint drużynowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – sprint kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – sztafeta kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2015 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – bieg indywidualny kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – bieg indywidualny mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – bieg masowy kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – bieg masowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – bieg łączony kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – sprint drużynowy kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – sprint drużynowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – sprint kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – sztafeta kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2017 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – bieg indywidualny kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – bieg indywidualny mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – bieg masowy kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – bieg masowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – bieg łączony kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – sprint drużynowy kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – sprint drużynowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – sprint kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – sztafeta kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2019 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2021 – bieg indywidualny kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2021 – bieg indywidualny mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2021 – bieg łączony kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2021 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2021 – sprint drużynowy kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2021 – sprint drużynowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2021 – sprint kobiet	Biegi narciarskie na Mistrzostwach Świata w Narciarstwie Klasycznym 2021 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowej Uniwersjadzie 2013 – bieg łączony kobiet	Biegi narciarskie na Zimowej Uniwersjadzie 2013 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowej Uniwersjadzie 2015 – bieg indywidualny kobiet	Biegi narciarskie na Zimowej Uniwersjadzie 2015 – bieg indywidualny mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowej Uniwersjadzie 2015 – bieg masowy kobiet	Biegi narciarskie na Zimowej Uniwersjadzie 2015 – bieg masowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowej Uniwersjadzie 2015 – sprint kobiet	Biegi narciarskie na Zimowej Uniwersjadzie 2015 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowej Uniwersjadzie 2015 – sztafeta kobiet	Biegi narciarskie na Zimowej Uniwersjadzie 2015 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1956 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1956 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1960 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1960 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1964 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1964 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1968 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1968 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1972 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1972 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1976 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1976 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1980 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1980 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1984 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1984 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1988 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1988 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1992 – bieg na 30 km kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1992 – bieg na 30 km mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1992 – bieg łączony kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1992 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1992 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1992 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1994 – bieg na 30 km kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1994 – bieg na 30 km mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1994 – bieg łączony kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1994 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1994 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1994 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1998 – bieg na 30 km kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1998 – bieg na 30 km mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1998 – bieg łączony kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1998 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1998 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 1998 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2002 – bieg na 15 km kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2002 – bieg na 15 km mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2002 – bieg na 30 km kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2002 – bieg na 30 km mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2002 – bieg łączony kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2002 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2002 – sprint kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2002 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2006 – bieg łączony kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2006 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2006 – sprint kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2006 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2006 – sztafeta sprinterska kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2006 – sztafeta sprinterska mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2010 – bieg łączony kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2010 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2010 – sprint kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2010 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2010 – sztafeta sprinterska kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2010 – sztafeta sprinterska mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – bieg indywidualny kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – bieg indywidualny mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – bieg masowy kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – bieg masowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – bieg łączony kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – sprint drużynowy kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – sprint drużynowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – sprint kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2014 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – bieg indywidualny kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – bieg indywidualny mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – bieg masowy kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – bieg masowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – bieg łączony kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – bieg łączony mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – sprint drużynowy kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – sprint drużynowy mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – sprint kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – sprint mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – sztafeta kobiet	Biegi narciarskie na Zimowych Igrzyskach Olimpijskich 2018 – sztafeta mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2014 – 1 km kobiet, sprint stylem dowolnym – osoby niedowidzące	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2014 – 1 km mężczyzn, sprint stylem dowolnym – osoby niedowidzące	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2014 – 1 km kobiet, sprint stylem dowolnym – osoby stojące	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2014 – 1 km mężczyzn, sprint stylem dowolnym – osoby stojące	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2014 – 1 km kobiet, sprint – osoby na wózkach	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2014 – 1 km mężczyzn, sprint – osoby na wózkach	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2018 – 15 km kobiet	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2018 – 15 km mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2018 – 7,5 km kobiet	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2018 – 7,5 km mężczyzn	None
[CAT=sport]	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2018 – sprint kobiet	Biegi narciarskie na Zimowych Igrzyskach Paraolimpijskich 2018 – sprint mężczyzn	None
[CAT=sport]	Bobsleje na Zimowych Igrzyskach Olimpijskich 2006 – dwójki kobiet	Bobsleje na Zimowych Igrzyskach Olimpijskich 2006 – dwójki mężczyzn	None
[CAT=sport]	Bobsleje na Zimowych Igrzyskach Olimpijskich 2010 - dwójki kobiet	Bobsleje na Zimowych Igrzyskach Olimpijskich 2010 - dwójki mężczyzn	None
[CAT=sport]	Bobsleje na Zimowych Igrzyskach Olimpijskich 2014 – dwójki kobiet	Bobsleje na Zimowych Igrzyskach Olimpijskich 2014 – dwójki mężczyzn	None
[CAT=sport]	Bobsleje na Zimowych Igrzyskach Olimpijskich 2018 – dwójki kobiet	Bobsleje na Zimowych Igrzyskach Olimpijskich 2018 – dwójki mężczyzn	None
[CAT=sport]	Boks na Letnich Igrzyskach Olimpijskich 2012 – waga lekka kobiet	Boks na Letnich Igrzyskach Olimpijskich 2012 – waga lekka mężczyzn	None
[CAT=sport]	Boks na Letnich Igrzyskach Olimpijskich 2012 – waga musza kobiet	Boks na Letnich Igrzyskach Olimpijskich 2012 – waga musza mężczyzn	None
[CAT=sport]	Boks na Letnich Igrzyskach Olimpijskich 2012 – waga średnia kobiet	Boks na Letnich Igrzyskach Olimpijskich 2012 – waga średnia mężczyzn	None
[CAT=sport]	Boks na Letnich Igrzyskach Olimpijskich 2016 – waga lekka kobiet	Boks na Letnich Igrzyskach Olimpijskich 2016 – waga lekka mężczyzn	None
[CAT=sport]	Boks na Letnich Igrzyskach Olimpijskich 2016 – waga musza kobiet	Boks na Letnich Igrzyskach Olimpijskich 2016 – waga musza mężczyzn	None
[CAT=sport]	Boks na Letnich Igrzyskach Olimpijskich 2016 – waga średnia kobiet	Boks na Letnich Igrzyskach Olimpijskich 2016 – waga średnia mężczyzn	None
[CAT=sport]	Brisbane International 2009 (kobiety)	Brisbane International 2009 (mężczyźni)	None
[CAT=sport]	Brisbane International 2010 (kobiety)	Brisbane International 2010 (mężczyźni)	None
[CAT=sport]	Brisbane International 2011 (kobiety)	Brisbane International 2011 (mężczyźni)	None
[CAT=sport]	Brisbane International 2012 (kobiety)	Brisbane International 2012 (mężczyźni)	None
[CAT=sport]	Brisbane International 2013 (kobiety)	Brisbane International 2013 (mężczyźni)	None
[CAT=sport]	Brisbane International 2014 (kobiety)	Brisbane International 2014 (mężczyźni)	None
[CAT=sport]	Brisbane International 2015 (kobiety)	Brisbane International 2015 (mężczyźni)	None
[CAT=sport]	Brisbane International 2016 (kobiety)	Brisbane International 2016 (mężczyźni)	None
[CAT=sport]	Brisbane International 2017 (kobiety)	Brisbane International 2017 (mężczyźni)	None
[CAT=sport]	Brisbane International 2018 (kobiety)	Brisbane International 2018 (mężczyźni)	None
[CAT=sport]	Brisbane International 2019 (kobiety)	Brisbane International 2019 (mężczyźni)	None
[CAT=sport]	Bundesliga niemiecka w koszykówce kobiet	Bundesliga niemiecka w koszykówce mężczyzn	None
[CAT=sport]	Bundesliga niemiecka w piłce siatkowej kobiet	Bundesliga niemiecka w piłce siatkowej mężczyzn	None
[CAT=sport]	Bundesliga niemiecka w rugby union kobiet	Bundesliga niemiecka w rugby union mężczyzn	None
[CAT=sport]	CSKA Moskwa (piłka siatkowa kobiet)	CSKA Moskwa (piłka siatkowa mężczyzn)	None
[CAT=sport]	CSKA Sofia (piłka siatkowa kobiet)	CSKA Sofia (piłka siatkowa mężczyzn)	None
[CAT=sport]	Cincinnati Masters 2020 (kobiety)	Cincinnati Masters 2020 (mężczyźni)	None
[CAT=sport]	Citi Open 2012 (kobiety)	Citi Open 2012 (mężczyźni)	None
[CAT=sport]	Citi Open 2013 (kobiety)	Citi Open 2013 (mężczyźni)	None
[CAT=sport]	Citi Open 2014 (kobiety)	Citi Open 2014 (mężczyźni)	None
[CAT=sport]	Citi Open 2015 (kobiety)	Citi Open 2015 (mężczyźni)	None
[CAT=sport]	Citi Open 2016 (kobiety)	Citi Open 2016 (mężczyźni)	None
[CAT=sport]	Citi Open 2017 (kobiety)	Citi Open 2017 (mężczyźni)	None
[CAT=sport]	Club Voleibol Tenerife (piłka siatkowa kobiet)	Club Voleibol Tenerife (piłka siatkowa mężczyzn)	None
[CAT=sport]	Cross-country na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – bieg indywidualny kobiet	Cross-country na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – bieg indywidualny mężczyzn	None
[CAT=sport]	Cross-country na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2017 – bieg drużynowo kobiet	Cross-country na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2017 – bieg drużynowo mężczyzn	None
[CAT=sport]	Cross-country na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2017 – bieg indywidualny kobiet	Cross-country na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2017 – bieg indywidualny mężczyzn	None
